K	CI	Weighting	J_pi_b	J_pi_e	J_hat_pi_e
3100	CH	WIS	0.533240225762886	0.523964383547833	0.5450464153050265
3200	CH	WIS	0.533240225762886	0.523964383547833	0.5486568280301862
3300	CH	WIS	0.533240225762886	0.523964383547833	0.552129095460808
3400	CH	WIS	0.533240225762886	0.523964383547833	0.5554712767311567
3500	CH	WIS	0.533240225762886	0.523964383547833	0.558690815259111
3600	CH	WIS	0.533240225762886	0.523964383547833	0.5617945964479869
3700	CH	WIS	0.533240225762886	0.523964383547833	0.5647889990187105
3800	CH	WIS	0.533240225762886	0.523964383547833	0.5676799407778372
3900	CH	WIS	0.533240225762886	0.523964383547833	0.5704729195125962
4000	CH	WIS	0.533240225762886	0.523964383547833	0.5731730496076886
4100	CH	WIS	0.533240225762886	0.523964383547833	0.5757850948970744
4200	CH	WIS	0.533240225762886	0.523964383547833	0.5783134981947753
4300	CH	WIS	0.533240225762886	0.523964383547833	0.5807624078898759
4400	CH	WIS	0.533240225762886	0.523964383547833	0.5831357019406864
4500	CH	WIS	0.533240225762886	0.523964383547833	0.5854370095600334
4600	CH	WIS	0.533240225762886	0.523964383547833	0.5876697308468057
4700	CH	WIS	0.533240225762886	0.523964383547833	0.5898370545871371
4800	CH	WIS	0.533240225762886	0.523964383547833	0.5919419744212886
4900	CH	WIS	0.533240225762886	0.523964383547833	0.5939873035486303
5000	CH	WIS	0.533240225762886	0.523964383547833	0.5959756881226699
5100	CH	WIS	0.533240225762886	0.523964383547833	0.5979096194702712
5200	CH	WIS	0.533240225762886	0.523964383547833	0.5997914452537445
5300	CH	WIS	0.533240225762886	0.523964383547833	0.6016233796809858
5400	CH	WIS	0.533240225762886	0.523964383547833	0.6034075128570662
5500	CH	WIS	0.533240225762886	0.523964383547833	0.6051458193603145
5600	CH	WIS	0.533240225762886	0.523964383547833	0.6068401661169227
5700	CH	WIS	0.533240225762886	0.523964383547833	0.6084923196400944
5800	CH	WIS	0.533240225762886	0.523964383547833	0.6101039526927787
5900	CH	WIS	0.533240225762886	0.523964383547833	0.6116766504268345
6000	CH	WIS	0.533240225762886	0.523964383547833	0.6132119160459985
6100	CH	WIS	0.533240225762886	0.523964383547833	0.614711176035207
6200	CH	WIS	0.533240225762886	0.523964383547833	0.6161757849945213
6300	CH	WIS	0.533240225762886	0.523964383547833	0.6176070301121024
6400	CH	WIS	0.533240225762886	0.523964383547833	0.6190061353072918
6500	CH	WIS	0.533240225762886	0.523964383547833	0.6203742650718433
6600	CH	WIS	0.533240225762886	0.523964383547833	0.6217125280346498
6700	CH	WIS	0.533240225762886	0.523964383547833	0.6230219802729144
6800	CH	WIS	0.533240225762886	0.523964383547833	0.6243036283905561
6900	CH	WIS	0.533240225762886	0.523964383547833	0.6255584323827286
7000	CH	WIS	0.533240225762886	0.523964383547833	0.6267873083035778
7100	CH	WIS	0.533240225762886	0.523964383547833	0.6279911307528383
7200	CH	WIS	0.533240225762886	0.523964383547833	0.6291707351954559
7300	CH	WIS	0.533240225762886	0.523964383547833	0.6303269201271724
7400	CH	WIS	0.533240225762886	0.523964383547833	0.6314604490978797
7500	CH	WIS	0.533240225762886	0.523964383547833	0.6325720526035201
7600	CH	WIS	0.533240225762886	0.523964383547833	0.6336624298563852
7700	CH	WIS	0.533240225762886	0.523964383547833	0.6347322504428505
7800	CH	WIS	0.533240225762886	0.523964383547833	0.6357821558767899
7900	CH	WIS	0.533240225762886	0.523964383547833	0.6368127610562608
8000	CH	WIS	0.533240225762886	0.523964383547833	0.6378246556304175
8100	CH	WIS	0.533240225762886	0.523964383547833	0.6388184052830261
8200	CH	WIS	0.533240225762886	0.523964383547833	0.6397945529384774
8300	CH	WIS	0.533240225762886	0.523964383547833	0.6407536198956896
8400	CH	WIS	0.533240225762886	0.523964383547833	0.6416961068948843
8500	CH	WIS	0.533240225762886	0.523964383547833	0.6426224951218318
0	AM	IS	0.533240225762886	0.523964383547833	0.5156318414007743
100	AM	IS	0.533240225762886	0.523964383547833	0.5163981968504743
200	AM	IS	0.533240225762886	0.523964383547833	0.5171630242976377
300	AM	IS	0.533240225762886	0.523964383547833	0.5179263283100966
400	AM	IS	0.533240225762886	0.523964383547833	0.5187764707817166
500	AM	IS	0.533240225762886	0.523964383547833	0.5198477097753766
600	AM	IS	0.533240225762886	0.523964383547833	0.5676414487326653
700	AM	IS	0.533240225762886	0.523964383547833	0.624195050180198
800	AM	IS	0.533240225762886	0.523964383547833	0.6806365149464497
900	AM	IS	0.533240225762886	0.523964383547833	0.7369661763324657
1000	AM	IS	0.533240225762886	0.523964383547833	0.7931843663196432
1100	AM	IS	0.533240225762886	0.523964383547833	0.84929141557609
1200	AM	IS	0.533240225762886	0.523964383547833	0.9052876534632617
1300	AM	IS	0.533240225762886	0.523964383547833	0.961173408042292
1400	AM	IS	0.533240225762886	0.523964383547833	1.0169490060804733
1500	AM	IS	0.533240225762886	0.523964383547833	1.0726147730575875
1600	AM	IS	0.533240225762886	0.523964383547833	1.1281710331722792
1700	AM	IS	0.533240225762886	0.523964383547833	1.1836181093483376
1800	AM	IS	0.533240225762886	0.523964383547833	1.2389563232409344
1900	AM	IS	0.533240225762886	0.523964383547833	1.2941859952428771
2000	AM	IS	0.533240225762886	0.523964383547833	1.3493074444908189
2100	AM	IS	0.533240225762886	0.523964383547833	1.4043209888713193
2200	AM	IS	0.533240225762886	0.523964383547833	1.4592269450270408
2300	AM	IS	0.533240225762886	0.523964383547833	1.5140256283628233
2400	AM	IS	0.533240225762886	0.523964383547833	1.56871735305171
2500	AM	IS	0.533240225762886	0.523964383547833	1.6233024320409228
2600	AM	IS	0.533240225762886	0.523964383547833	1.6777811770578879
2700	AM	IS	0.533240225762886	0.523964383547833	1.732153898616133
2800	AM	IS	0.533240225762886	0.523964383547833	1.7864209060212346
2900	AM	IS	0.533240225762886	0.523964383547833	1.8405825073766593
3000	AM	IS	0.533240225762886	0.523964383547833	1.894639009589568
3100	AM	IS	0.533240225762886	0.523964383547833	1.9485907183766713
3200	AM	IS	0.533240225762886	0.523964383547833	2.002437938269999
3300	AM	IS	0.533240225762886	0.523964383547833	2.0561809726225775
3400	AM	IS	0.533240225762886	0.523964383547833	2.1098201236141634
3500	AM	IS	0.533240225762886	0.523964383547833	2.1633556922569213
3600	AM	IS	0.533240225762886	0.523964383547833	2.2167879784010296
3700	AM	IS	0.533240225762886	0.523964383547833	2.270117280740294
3800	AM	IS	0.533240225762886	0.523964383547833	2.323343896817761
3900	AM	IS	0.533240225762886	0.523964383547833	2.3764681230311737
4000	AM	IS	0.533240225762886	0.523964383547833	2.429490254638573
4100	AM	IS	0.533240225762886	0.523964383547833	2.48241058576361
4200	AM	IS	0.533240225762886	0.523964383547833	2.535229409401218
4300	AM	IS	0.533240225762886	0.523964383547833	2.587947017422799
4400	AM	IS	0.533240225762886	0.523964383547833	2.6405637005817937
4500	AM	IS	0.533240225762886	0.523964383547833	2.693079748518869
4600	AM	IS	0.533240225762886	0.523964383547833	2.745495449767361
4700	AM	IS	0.533240225762886	0.523964383547833	2.7978110917584544
4800	AM	IS	0.533240225762886	0.523964383547833	2.850026960826547
4900	AM	IS	0.533240225762886	0.523964383547833	2.902143342214387
5000	AM	IS	0.533240225762886	0.523964383547833	2.9541605200783394
5100	AM	IS	0.533240225762886	0.523964383547833	3.0060787774935136
5200	AM	IS	0.533240225762886	0.523964383547833	3.0578983964588673
5300	AM	IS	0.533240225762886	0.523964383547833	3.109619657902442
5400	AM	IS	0.533240225762886	0.523964383547833	3.1612428416862954
5500	AM	IS	0.533240225762886	0.523964383547833	3.2127682266116366
5600	AM	IS	0.533240225762886	0.523964383547833	3.2641960904238303
5700	AM	IS	0.533240225762886	0.523964383547833	3.315526709817391
5800	AM	IS	0.533240225762886	0.523964383547833	3.366760360440928
5900	AM	IS	0.533240225762886	0.523964383547833	3.4178973169021205
6000	AM	IS	0.533240225762886	0.523964383547833	3.4689378527726262
6100	AM	IS	0.533240225762886	0.523964383547833	3.5198822405928922
6200	AM	IS	0.533240225762886	0.523964383547833	3.5707307518771074
6300	AM	IS	0.533240225762886	0.523964383547833	3.621483657117963
6400	AM	IS	0.533240225762886	0.523964383547833	3.6721412257914494
6500	AM	IS	0.533240225762886	0.523964383547833	3.722703726361736
6600	AM	IS	0.533240225762886	0.523964383547833	3.773171426285721
6700	AM	IS	0.533240225762886	0.523964383547833	3.823544592017946
6800	AM	IS	0.533240225762886	0.523964383547833	3.873823489015159
6900	AM	IS	0.533240225762886	0.523964383547833	3.9240083817410465
7000	AM	IS	0.533240225762886	0.523964383547833	3.974099533670838
7100	AM	IS	0.533240225762886	0.523964383547833	4.024097207295959
7200	AM	IS	0.533240225762886	0.523964383547833	4.074001664128538
7300	AM	IS	0.533240225762886	0.523964383547833	4.123813164706085
7400	AM	IS	0.533240225762886	0.523964383547833	4.173531968595974
7500	AM	IS	0.533240225762886	0.523964383547833	4.223158334399891
7600	AM	IS	0.533240225762886	0.523964383547833	4.272692519758408
7700	AM	IS	0.533240225762886	0.523964383547833	4.3221347813554445
7800	AM	IS	0.533240225762886	0.523964383547833	4.371485374922628
7900	AM	IS	0.533240225762886	0.523964383547833	4.420744555243765
8000	AM	IS	0.533240225762886	0.523964383547833	4.469912576159238
8100	AM	IS	0.533240225762886	0.523964383547833	4.518989690570336
8200	AM	IS	0.533240225762886	0.523964383547833	4.567976150443592
8300	AM	IS	0.533240225762886	0.523964383547833	4.616872206815124
8400	AM	IS	0.533240225762886	0.523964383547833	4.665678109794904
8500	AM	IS	0.533240225762886	0.523964383547833	4.7143941085710495
0	AM	WIS	0.533240225762886	0.523964383547833	0.5152865873158607
100	AM	WIS	0.533240225762886	0.523964383547833	0.5155140316184494
200	AM	WIS	0.533240225762886	0.523964383547833	0.5157412611225913
300	AM	WIS	0.533240225762886	0.523964383547833	0.5159682761322928
400	AM	WIS	0.533240225762886	0.523964383547833	0.5161950769509887
500	AM	WIS	0.533240225762886	0.523964383547833	0.5164216638815444
600	AM	WIS	0.533240225762886	0.523964383547833	0.5166480372262541
700	AM	WIS	0.533240225762886	0.523964383547833	0.5168741972868451
800	AM	WIS	0.533240225762886	0.523964383547833	0.5171001443644783
900	AM	WIS	0.533240225762886	0.523964383547833	0.5173258787597488
1000	AM	WIS	0.533240225762886	0.523964383547833	0.517551400772688
1100	AM	WIS	0.533240225762886	0.523964383547833	0.5177767107027647
1200	AM	WIS	0.533240225762886	0.523964383547833	0.518001808848886
1300	AM	WIS	0.533240225762886	0.523964383547833	0.5182266955093999
1400	AM	WIS	0.533240225762886	0.523964383547833	0.5184513709820946
1500	AM	WIS	0.533240225762886	0.523964383547833	0.5186758355642014
1600	AM	WIS	0.533240225762886	0.523964383547833	0.5189000895523956
1700	AM	WIS	0.533240225762886	0.523964383547833	0.5191241332427974
1800	AM	WIS	0.533240225762886	0.523964383547833	0.5193479669309737
1900	AM	WIS	0.533240225762886	0.523964383547833	0.5195715909119387
2000	AM	WIS	0.533240225762886	0.523964383547833	0.5197950054801563
2100	AM	WIS	0.533240225762886	0.523964383547833	0.5200182109295404
2200	AM	WIS	0.533240225762886	0.523964383547833	0.5202412075534564
2300	AM	WIS	0.533240225762886	0.523964383547833	0.5204639956447226
2400	AM	WIS	0.533240225762886	0.523964383547833	0.5206865754956116
2500	AM	WIS	0.533240225762886	0.523964383547833	0.5209089473978512
2600	AM	WIS	0.533240225762886	0.523964383547833	0.5211311116426258
2700	AM	WIS	0.533240225762886	0.523964383547833	0.5213530685205783
2800	AM	WIS	0.533240225762886	0.523964383547833	0.5215748183218096
2900	AM	WIS	0.533240225762886	0.523964383547833	0.5217963613358823
3000	AM	WIS	0.533240225762886	0.523964383547833	0.5220176978518201
3100	AM	WIS	0.533240225762886	0.523964383547833	0.5222388281581094
3200	AM	WIS	0.533240225762886	0.523964383547833	0.5224597525427013
3300	AM	WIS	0.533240225762886	0.523964383547833	0.5226804712930115
3400	AM	WIS	0.533240225762886	0.523964383547833	0.5229009846959234
3500	AM	WIS	0.533240225762886	0.523964383547833	0.5231212930377869
3600	AM	WIS	0.533240225762886	0.523964383547833	0.5233413966044229
3700	AM	WIS	0.533240225762886	0.523964383547833	0.5235612956811209
3800	AM	WIS	0.533240225762886	0.523964383547833	0.5237809905526418
3900	AM	WIS	0.533240225762886	0.523964383547833	0.5240004815032211
4000	AM	WIS	0.533240225762886	0.523964383547833	0.5242197688165664
4100	AM	WIS	0.533240225762886	0.523964383547833	0.5244388527758617
4200	AM	WIS	0.533240225762886	0.523964383547833	0.5246577336637663
4300	AM	WIS	0.533240225762886	0.523964383547833	0.5248764117624181
4400	AM	WIS	0.533240225762886	0.523964383547833	0.5250948873534331
4500	AM	WIS	0.533240225762886	0.523964383547833	0.525313160717908
4600	AM	WIS	0.533240225762886	0.523964383547833	0.5255312321364196
4700	AM	WIS	0.533240225762886	0.523964383547833	0.5257491018890281
4800	AM	WIS	0.533240225762886	0.523964383547833	0.5259667702552764
4900	AM	WIS	0.533240225762886	0.523964383547833	0.5261842375141932
5000	AM	WIS	0.533240225762886	0.523964383547833	0.5264015039442924
5100	AM	WIS	0.533240225762886	0.523964383547833	0.5266185698235746
5200	AM	WIS	0.533240225762886	0.523964383547833	0.5268354354295293
5300	AM	WIS	0.533240225762886	0.523964383547833	0.5270521010391356
5400	AM	WIS	0.533240225762886	0.523964383547833	0.5272685669288633
5500	AM	WIS	0.533240225762886	0.523964383547833	0.5274848333746727
5600	AM	WIS	0.533240225762886	0.523964383547833	0.527700900652019
5700	AM	WIS	0.533240225762886	0.523964383547833	0.5279167690358495
5800	AM	WIS	0.533240225762886	0.523964383547833	0.5281324388006083
5900	AM	WIS	0.533240225762886	0.523964383547833	0.5283479102202353
6000	AM	WIS	0.533240225762886	0.523964383547833	0.5285631835681679
6100	AM	WIS	0.533240225762886	0.523964383547833	0.5287782591173422
6200	AM	WIS	0.533240225762886	0.523964383547833	0.5289931371401948
6300	AM	WIS	0.533240225762886	0.523964383547833	0.5292078179086621
6400	AM	WIS	0.533240225762886	0.523964383547833	0.5294223016941835
6500	AM	WIS	0.533240225762886	0.523964383547833	0.5296365887677017
6600	AM	WIS	0.533240225762886	0.523964383547833	0.5298506793996633
6700	AM	WIS	0.533240225762886	0.523964383547833	0.5300645738600209
6800	AM	WIS	0.533240225762886	0.523964383547833	0.5302782724182331
6900	AM	WIS	0.533240225762886	0.523964383547833	0.530491775343267
7000	AM	WIS	0.533240225762886	0.523964383547833	0.530705082903598
7100	AM	WIS	0.533240225762886	0.523964383547833	0.530918195367212
7200	AM	WIS	0.533240225762886	0.523964383547833	0.5311311130016056
7300	AM	WIS	0.533240225762886	0.523964383547833	0.5313438360737879
7400	AM	WIS	0.533240225762886	0.523964383547833	0.531556364850281
7500	AM	WIS	0.533240225762886	0.523964383547833	0.531768699597122
7600	AM	WIS	0.533240225762886	0.523964383547833	0.531980840579863
7700	AM	WIS	0.533240225762886	0.523964383547833	0.5321927880635728
7800	AM	WIS	0.533240225762886	0.523964383547833	0.532404542312839
7900	AM	WIS	0.533240225762886	0.523964383547833	0.5326161035917656
8000	AM	WIS	0.533240225762886	0.523964383547833	0.5328274721639787
8100	AM	WIS	0.533240225762886	0.523964383547833	0.5330386482926246
8200	AM	WIS	0.533240225762886	0.523964383547833	0.5332496322403721
8300	AM	WIS	0.533240225762886	0.523964383547833	0.5334604242694121
8400	AM	WIS	0.533240225762886	0.523964383547833	0.5336710246414613
8500	AM	WIS	0.533240225762886	0.523964383547833	0.5338814336177604
